SITENO,SITENAME,CATEGORY,AGENCY,LONGDD,LATDD,SITEURL
2331000,"CHATTAHOOCHEE RIVER NEAR LEAF, GA",ST,USGS,-83.6357316,34.57704154,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02331000
2331600,"CHATTAHOOCHEE RIVER NEAR CORNELIA, GA",ST,USGS,-83.622775,34.5407222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02331600
2218835,"APALACHEE RIVER .40 MILES US US 78 NR BOGART, GA",ST,USGS,-83.59825,33.88227778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02218835
2217475,"MIDDLE OCONEE RIVER NEAR ARCADE, GA",ST,USGS,-83.5633333,34.03166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02217475
2178400,"TALLULAH RIVER NEAR CLAYTON, GA",ST,USGS,-83.530441,34.89037075,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02178400
23312495,"SOQUE RIVER AT GA 197, NEAR CLARKESVILLE, GA",ST,USGS,-83.52888889,34.6186111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=023312495
2217643,"PARKS CREEK AT LYLE FIELD RD NR JEFFERSON, GA",ST,USGS,-83.5250944,34.1620583,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02217643
2220850,"BIG INDIAN CREEK AT GA 83, NEAR MADISON, GA",ST,USGS,-83.5239722,33.5254722,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02220850
2217615,"NORTH OCONEE R AT WOODBRIDGE RD, NEAR COMMERCE, GA",ST,USGS,-83.5158333,34.20027778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02217615
2191200,"HUDSON RIVER AT HOMER, GA",ST,USGS,-83.4879435,34.33760444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02191200
2221525,"MURDER CREEK BELOW EATONTON, GA",ST,USGS,-83.4812762,33.25235506,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02221525
2219000,"APALACHEE RIVER NEAR BOSTWICK, GA",ST,USGS,-83.4740513,33.78817637,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02219000
2191227,"GROVE CREEK AT US 441 AND GA 15 NEAR COMMERCE, GA",ST,USGS,-83.4676667,34.2695,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02191227
3569190,"MOUNTAIN CREEK NEAR  GLENDALE, TN",ST,USGS,-85.3207924,35.10923938,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03569190
3566420,"WOLFTEVER CREEK NEAR OOLTEWAH, TN",ST,USGS,-85.0663978,35.06216036,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03566420
3.50E+14,Po-US64-03,ST,USGS,-84.44975,35.04213889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350232084265901
3.50E+14,Po-US64-01,ST,USGS,-84.4490278,35.04302778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350235084265602
3550000,"VALLEY RIVER AT TOMOTLA, NC",ST,USGS,-83.9805556,35.13888889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03550000
3504000,"NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC",ST,USGS,-83.6186111,35.1275,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03504000
2220900,"LITTLE RIVER NEAR EATONTON, GA",ST,USGS,-83.4371088,33.3140213,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02220900
350011450,"CARTOOGECHAYE CREEK AT SR 1148 NEAR FRANKLIN, NC",ST,USGS,-83.4243694,35.15776944,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0350011450
2217500,"MIDDLE OCONEE RIVER NEAR ATHENS, GA",ST,USGS,-83.4227778,33.94666667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02217500
2181350,"TALLULAH R AT TERRORA PWRHSE, NR TALLULAH FALLS,GA",ST,USGS,-83.405,34.75027778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02181350
3500240,"CARTOOGECHAYE CREEK NEAR FRANKLIN, NC",ST,USGS,-83.3941667,35.15888889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03500240
3500000,"LITTLE TENNESSEE RIVER NEAR PRENTISS, NC",ST,USGS,-83.3797222,35.15,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03500000
2217770,"NORTH OCONEE RIVER AT COLLEGE ST, AT ATHENS, GA",ST,USGS,-83.3775833,33.9697222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02217770
3499924,"LITTLE TENN R BURLINGTON MILLS WPCP NR DILLARD,GA",ST,USGS,-83.37710079,34.96064666,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03499924
2181580,"TALLULAH RIVER AB POWERHOUSE, NR TALLULAH FALLS,GA",ST,USGS,-83.3757198,34.73203858,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02181580
2219500,"APALACHEE RIVER NEAR BUCKHEAD, GA",ST,USGS,-83.3493286,33.6087367,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02219500
2218000,"OCONEE R AT BARNETT SHOALS RD, NR WATKINSVILLE, GA",ST,USGS,-83.32654619,33.85595168,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02218000
2177000,"CHATTOOGA RIVER NEAR CLAYTON, GA",ST,USGS,-83.305993,34.8139814,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02177000
2218300,"OCONEE RIVER NEAR PENFIELD, GA",ST,USGS,-83.2954357,33.72123385,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02218300
2223000,"OCONEE RIVER AT MILLEDGEVILLE, GA",ST,USGS,-83.215432,33.0895876,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02223000
2176930,"CHATTOOGA RIVER AT BURRELLS FORD, NR PINE MTN, GA",ST,USGS,-83.1161667,34.97452778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02176930
2223056,"OCONEE RIVER AT AVANT MINE, NEAR OCONEE, GA",ST,USGS,-83.0668149,32.93987333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02223056
2191930,"BUFFALO CREEK NEAR LEXINGTON, GA",ST,USGS,-83.0536111,33.77916667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02191930
2191300,"BROAD RIVER ABOVE CARLTON, GA",ST,USGS,-83.0033333,34.0733333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02191300
2345678,TEST SITE,ST,USGS,-83,33,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02345678
2223082,"BUFFALO CREEK NEAR LINTON, GA",ST,USGS,-82.9593611,33.1075,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02223082
2188600,"BEAVERDAM CREEK ABOVE ELBERTON, GA",ST,USGS,-82.89652898,34.16872037,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02188600
2193340,"KETTLE CREEK NEAR WASHINGTON, GA",ST,USGS,-82.857923,33.68262815,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02193340
2187010,"HARTWELL LAKE NEAR ANDERSON, SC",LK,USGS,-82.8552778,34.5083333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02187010
3439000,"FRENCH BROAD RIVER AT ROSMAN, NC",ST,USGS,-82.8247222,35.1433333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03439000
2186702,"EIGHTEENMILE CREEK BELOW PENDLETON,SC",ST,USGS,-82.8005556,34.645,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02186702
2200000,"OGEECHEE RIVER AT GA 16, AT JEWELL, GA",ST,USGS,-82.7812778,33.29544444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02200000
2192000,"BROAD RIVER NEAR BELL, GA",ST,USGS,-82.77,33.97416667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02192000
2186000,"TWELVEMILE CREEK NEAR LIBERTY, SC",ST,USGS,-82.7484725,34.8015012,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02186000
2193500,"LITTLE RIVER NEAR WASHINGTON, GA",ST,USGS,-82.7425,33.61277778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02193500
21622845,"SOUTH SALUDA RIVER NEAR ROCKY BOTTOM,SC",ST,USGS,-82.705,35.0608333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021622845
21622847,"SLICKING CREEK NEAR ROCKY BOTTOM,SC",ST,USGS,-82.6980556,35.06777778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021622847
21622849,"GALLOWAY BRANCH NEAR ROCKY BOTTOM,SC",ST,USGS,-82.6775,35.07166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021622849
2162285,"TABLE ROCK RESERVOIR NR CLEVELAND, SC",LK,USGS,-82.6725,35.06416667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02162285
2162287,"TABLE ROCK RESERVOIR TAILRACE NR CLEVELAND, SC",ST,USGS,-82.6697222,35.0622222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02162287
2162290,"SOUTH SALUDA RIVER NEAR CLEVELAND, SC",ST,USGS,-82.650128,35.06345088,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02162290
2188100,"RUSSELL LAKE ABOVE CALHOUN FALLS, SC",LK,USGS,-82.6180556,34.1011111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02188100
2201000,"WILLIAMSON SWAMP CREEK AT DAVISBORO, GA",ST,USGS,-82.6098056,32.97566667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02201000
2200120,"OGEECHEE RIVER AT GA 88, NEAR GRANGE, GA",ST,USGS,-82.6036667,33.04458333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02200120
2187910,"ROCKY RIVER NR STARR, SC",ST,USGS,-82.577352,34.38316394,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02187910
2162350,"MIDDLE SALUDA RIVER NEAR CLEVELAND, SC",ST,USGS,-82.537623,35.1201172,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02162350
2192500,"LITTLE RIVER NEAR MT. CARMEL, SC",ST,USGS,-82.5006853,34.07150595,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02192500
2162500,"SALUDA RIVER NEAR GREENVILLE, SC",ST,USGS,-82.4806814,34.84233977,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02162500
21623975,"NORTH SALUDA RIVER ABOVE SLATER,SC",ST,USGS,-82.46,35.08388889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021623975
2163001,"SALUDA RIVER NEAR WILLIAMSTON, SC",ST,USGS,-82.44401468,34.6148366,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02163001
21623961,"NORTH SALUDA RESERVOIR NEAR TIGERVILLE,SC",LK,USGS,-82.4086111,35.14166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021623961
216239562,"LITTLE FALLS CREEK NEAR HIGHLAND,SC",ST,USGS,-82.3752778,35.15027778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0216239562
216239545,"UNNAMED TRIB TO N. SALUDA RES. NR HIGHLAND,SC",ST,USGS,-82.3661111,35.16138889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0216239545
2164000,"REEDY RIVER NEAR GREENVILLE, SC",ST,USGS,-82.3651213,34.8001183,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02164000
2193900,"THURMOND LAKE NEAR PLUM BRANCH, SC",LK,USGS,-82.345,33.84166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02193900
2197598,"BRUSHY CREEK AT CAMPGROUND ROAD, NEAR WRENS, GA",ST,USGS,-82.3340833,33.18055556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02197598
2195150,"KIOKEE CREEK AT US 221, AT APPLING, GA",ST,USGS,-82.31540159,33.54263508,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02195150
2160325,"BRUSHY CREEK NEAR GREENVILLE, SC",ST,USGS,-82.3012278,34.88345068,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02160325
2164110,"REEDY RIVER ABOVE FORK SHOALS, SC",ST,USGS,-82.2976186,34.65289568,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02164110
21603273,"ROCKY CREEK NEAR WADE HAMPTON,SC",ST,USGS,-82.2683333,34.8561111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021603273
2197560,"SANDY RUN CREEK NEAR BLYTHE, GA",ST,USGS,-82.2534558,33.29903127,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02197560
21975905,"SANDY RUN CREEK AT GIBSON ROAD, AT FORT GORDON, GA",ST,USGS,-82.2533333,33.36555556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021975905
2195320,"KIOKEE CREEK AT GA 104, NEAR EVANS, GA",ST,USGS,-82.23262169,33.60096698,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02195320
2160326,"ENOREE RIVER AT PELHAM, SC",ST,USGS,-82.22622468,34.85650727,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02160326
2163500,"SALUDA RIVER NEAR WARE SHOALS, SC",ST,USGS,-82.22345068,34.39178518,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02163500
2157470,"MIDDLE TYGER RIVER NEAR GRAMLING, SC",ST,USGS,-82.2186111,35.03888889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02157470
2196000,"STEVENS CREEK NEAR MODOC, SC",ST,USGS,-82.1817873,33.72929717,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196000
2160381,"DURBIN CREEK ABOVE FOUNTAIN INN, SC",ST,USGS,-82.1737222,34.71678818,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02160381
21970140,"MCCOY CREEK ABOVE SIGNAL LAKE, AT FT GORDON, GA",ST,USGS,-82.1686111,33.42166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021970140
21970158,"MCCOY CREEK BELOW SIGNAL LAKE, AT FORT GORDON, GA",ST,USGS,-82.1602778,33.39888889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021970158
2165200,"SOUTH RABON CREEK NEAR GRAY COURT, SC",ST,USGS,-82.1570514,34.52011957,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02165200
3.32E+14,"Outfall 1 @ 3rd Ave Landfill @ Ft Gordon, GA",ST,USGS,-82.1494444,33.40916667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=332433082085801
2197025,"SOUTH PRONG CREEK AT US 1, NEAR AUGUSTA, GA",ST,USGS,-82.143731,33.3551408,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02197025
21970190,"GORDON LAKE AT FT GORDON, GA",LK,USGS,-82.1397222,33.3733333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021970190
21650905,"REEDY RIVER NEAR WATERLOO, SC",ST,USGS,-82.1394444,34.39138889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021650905
2197020,"SPIRIT CREEK AT US 1, NEAR AUGUSTA, GA",ST,USGS,-82.1387309,33.37319577,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02197020
21652801,"NORTH RABON CREEK NEAR HICKORY TAVERN, SC",ST,USGS,-82.1383333,34.525,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021652801
2154790,"SOUTH PACOLET RIVER NR CAMPOBELLO, SC",ST,USGS,-82.1295549,35.1065051,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02154790
2196820,"BUTLER CREEK AT US 78, AT FORT GORDON, GA",ST,USGS,-82.12900818,33.44319348,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196820
2157510,"MIDDLE TYGER RIVER NEAR LYMAN, SC",ST,USGS,-82.1234421,34.9401187,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02157510
2195520,"SAVANNAH RIVER NEAR EVANS, GA",ST,USGS,-82.12317459,33.5929118,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02195520
2196830,"BUTLER CREEK AT FORT GORDON, GA",ST,USGS,-82.1178968,33.4381936,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196830
2196843,"BUTLER CK TRIB AB BOARDMANS POND AT FT GORDON,GA",ST,USGS,-82.1097222,33.4208333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196843
2196839,"BUTLER CR 0.15 MI DS FROM RSVR AT FORT GORDON, GA",ST,USGS,-82.09888889,33.4236111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196839
21968385,"BUTLER CR BELOW BUTLER CR RSVR AT FORT GORDON, GA",ST,USGS,-82.09873889,33.42509167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021968385
2196840,"BUTLER CREEK NEAR AUGUSTA, GA",ST,USGS,-82.098452,33.42236078,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196840
2196845,"BUTLER CREEK AT US 1, NEAR AUGUSTA, GA",ST,USGS,-82.0870629,33.4131944,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196845
2196483,"SAVANNAH RVR AT STEVENS CREEK DAM NR MORGANA, SC",LK,USGS,-82.0509506,33.5629124,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196483
2157000,"NORTH TYGER RIVER NEAR FAIRMONT, S. C.",ST,USGS,-82.0442725,34.92928718,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02157000
2197190,"MCBEAN CREEK AT US 25, NEAR MCBEAN, GA",ST,USGS,-82.0437293,33.2368117,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02197190
2154950,"LAKE WILLIAM C. BOWEN NEAR FINGERVILLE, SC",ST,USGS,-82.040386,35.1126174,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02154950
2160390,"ENOREE RIVER NEAR WOODRUFF, SC",ST,USGS,-82.0398229,34.68345815,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02160390
2196485,"AUGUSTA CANAL NR AUGUSTA, GA (UPPER)",ST,USGS,-82.0367836,33.54930154,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196485
21963601,"STEVENS CREEK NEAR MURPHY VILLAGE, SC",ST,USGS,-82.0286111,33.6111111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021963601
2196900,"BUTLER CREEK NEAR AUGUSTA, GA.",ST,USGS,-82.0262283,33.38513978,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196900
2196925,"BUTLER CREEK AT GA 56, NEAR AUGUSTA, GA",ST,USGS,-82.00345,33.3840287,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196925
2154500,"NORTH PACOLET RIVER AT FINGERVILLE, SC",ST,USGS,-81.9859403,35.12095166,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02154500
2196935,"BUTLER CREEK AT GA 56 SPUR, AT AUGUSTA, GA",ST,USGS,-81.972616,33.3895843,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196935
2197830,"BRIER CREEK NEAR WAYNESBORO, GA",ST,USGS,-81.9636111,33.11830556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02197830
2155500,"PACOLET RIVER NEAR FINGERVILLE, SC",ST,USGS,-81.9595507,35.10984144,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02155500
2196670,"SAVANNAH RIVER JEFFERSON DAVIS BR, AT AUGUSTA, GA",ST,USGS,-81.9570596,33.4768035,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196670
2196996,"BUTLER CREEK LOCK & DAM ROAD, NEAR AUGUSTA, GA",ST,USGS,-81.9459489,33.37236294,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196996
2197000,"SAVANNAH RIVER AT AUGUSTA, GA",ST,USGS,-81.94289329,33.3737518,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02197000
2196999,SAVANNAH RV ABOVE NEW SAV. LOCK AND DAM,LK,USGS,-81.9420599,33.37319627,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196999
2197065,"SAVANNAH RIVER BELOW SPIRIT CREEK, NEAR AUGUSTA,GA",ST,USGS,-81.9151153,33.330698,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02197065
2166501,"LAKE GREENWOOD TAILRACE NR CHAPPELLS, SC",ST,USGS,-81.9078923,34.16763036,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02166501
2196690,"HORSE CREEK AT CLEARWATER, SC",ST,USGS,-81.90761399,33.4781928,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196690
2166500,"LAKE GREENWOOD NEAR CHAPPELLS, SC",ST,USGS,-81.9034722,34.17277778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02166500
2156300,LAWSONS FORK CREEK AT SPARTANBURG SC,ST,USGS,-81.8687141,34.9481803,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02156300
21556524,"LAKE BLALOCK NEAR COWPENS, SC",ST,USGS,-81.8678816,35.05817815,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021556524
2167000,"SALUDA RIVER AT CHAPPELLS, SC",ST,USGS,-81.864002,34.17457619,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02167000
21556525,"PACOLET RIVER BELOW LAKE BLALOCK NEAR COWPENS, SC",ST,USGS,-81.8556592,35.0476231,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021556525
2198100,"BEAVERDAM CREEK NEAR SARDIS, GA",ST,USGS,-81.8153333,32.9375,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02198100
2167450,"LITTLE RIVER NR SILVERSTREET, SC",ST,USGS,-81.7631659,34.20957949,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02167450
21973269,"SAVANNAH RIVER NEAR WAYNESBORO, GA",ST,USGS,-81.7548354,33.14987256,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=021973269
2153700,"THICKETTY CREEK AT CNTY ROAD 42 NEAR GAFFNEY, SC",ST,USGS,-81.7145444,35.0629045,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02153700
2167705,"LITTLE SALUDA RIVER NEAR SALUDA, SC",ST,USGS,-81.697051,34.04458079,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02167705
2198000,"BRIER CREEK AT MILLHAVEN, GA",ST,USGS,-81.6506667,32.93333333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02198000
2167582,"BUSH RIVER NR PROSPERITY, SC",ST,USGS,-81.61038399,34.1687501,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02167582
2172300,"MCTIER CREEK (RD 209) NEAR MONETTA, SC",ST,USGS,-81.6017714,33.75347736,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02172300
2160700,"ENOREE RIVER AT WHITMIRE, SC",ST,USGS,-81.5981594,34.5093039,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02160700
2153051,"GASTON SHOALS RESERVOIR ABOVE BLACKSBURG, SC",LK,USGS,-81.5978723,35.13762807,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02153051
2153200,"BROAD RIVER NEAR BLACKSBURG, SC",ST,USGS,-81.58787199,35.12401728,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02153200
2167600,"SALUDA R NEAR PROSPERITY, SC",ST,USGS,-81.5684382,34.09930647,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02167600
2167716,"LITTLE SALUDA R NEAR PROSPERITY, SC",ST,USGS,-81.5617714,34.0795843,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02167716
2160105,"TYGER RIVER NEAR DELTA, SC",ST,USGS,-81.548158,34.5354163,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02160105
2156370,"PACOLET RIVER NEAR SARATT,SC",ST,USGS,-81.5316667,34.8733333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02156370
2197500,"SAVANNAH R AT BURTONS FERRY BR NR MILLHAVEN, GA",ST,USGS,-81.5026078,32.93904727,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02197500
